capacity,data_level,seed,eer_in_domain,eer_cross_domain,train_seconds,acer_cross_domain,apcer_cross_domain,bpcer_cross_domain,threshold
L4,D1,0,0.03793170494592296,0.3810483870967742,302.43,0.5,1.0,0.0,0.9228390455245972
L4,D1,1,0.04187110412117745,0.41801075268817206,303.21,0.5,1.0,0.0,0.027024783194065094
L4,D1,2,0.04296732463380306,0.41801075268817206,302.91,0.5208333333333334,1.0,0.041666666666666664,0.01691971905529499
